Blog	kids	golden	catchy	therefore	travel	fit	songwriter	effects	needed	friend	feeling	mouth	singer	saying	rich	lots	nature	dave	split	crowd	bottom	role	roll	minute	working	originally	following	didn	seriously	internet	wrong	turned	west	formed	photos	former	pull	dirty	small	past	hasn	full	november	experience	followed	door	company	learn	huge	paper	scott	roots	self	singles	sometimes	project	parents	couple	chorus	influence	makes	baby	process	realized	perfect	realize	books	length	scene	festival	false	tonight	jam	tape	stuff	become	places	problem	details	worth	era	production	safe	l	daniel	electronic	john	dogs	runs	hand	musical	thanks	born	available	turns	gun	guy	extra	lounge	kurt	brain	non	drop	yeah	tried	tomorrow	caught	vocals	verse	gonna	fully	start	stars	poor	month	streets	learned	tracks	ask	almost	evening	heavy	american	grey	albums	feels	culture	close	pictures	missing	forgotten	lived	lives	smart	grand	friends	obviously	popular	e	wave	telling	michael	ryan	camera	meet	including	special	sitting	times	probably	hits	tuesday	party	http	lost	lose	north	beats	star	stay	sorry	likely	men	met	recordings	fantastic	room	amazing	third	personal	ears	tiny	seven	yes	yet	save	deal	dead	magazine	journey	weekend	happening	father	round	okay	filled	box	boy	bob	visit	fuck	interesting	performance	morning	wonder	label	enough	across	august	tour	among	wake	images	each	saturday	u	hour	needs	coming	point	century	cut	absolutely	epic	planet	entire	talent	closing	y	despite	however	johnny	hair	school	blue	leaves	excellent	drummer	alex	bridge	hopefully	news	n	sings	gave	stuck	setting	picture	level	posts	goes	andy	figure	turn	sure	later	jazz	quiet	featuring	direction	andrew	spirit	case	without	moon	list	sun	version	flat	rather	short	clouds	hill	friday	story	store	king	electric	wrote	solo	attention	sweet	questions	range	nick	nice	include	melodies	folk	leaving	edit	g	unknown	why	fear	feat	bought	joy	job	april	perhaps	promise	incredible	hurt	machine	wind	wasn	listen	person	released	theme	unfortunately	fair	child	possible	possibly	unique	steps	energy	happy	team	current	bloody	winter	spot	date	records	prince	future	guitar	pop	went	industry	act	image	gone	original	section	hours	pick	action	keeping	beautiful	sense	station	information	week	missed	imagine	w	number	heads	relationship	grace	video	play	plan	cover	set	sex	sea	whole	synth	fire	funny	recent	anything	link	line	mood	miles	bird	led	standing	doubt	animal	kiss	david	clearly	hope	edition	drum	co	cd	colour	moments	appeared	stage	sister	official	francisco	ii	green	somewhere	dj	de	com	voice	kept	fight	together	p	change	december	remember	cold	half	hall	entirely	el	en	ex	ep	space	shows	size	mostly	ground	concert	comes	media	finish	touch	real	read	lady	recorded	died	trying	expect	describe	moved	strong	ahead	musically	food	neil	robert	since	bass	towards	pretty	kind	during	won	genre	liked	wait	else	used	march	run	seeing	himself	doesn	depth	download	attack	ben	bed	anyway	written	sold	addition	kick	sonic	ha	recommend	type	tell	give	somewhat	acoustic	surprise	isn	loud	hook	girls	matter	points	stop	near	shame	www	normal	form	classic	shit	felt	fell	string	effort	growing	crazy	pink	sunday	guys	grow	maybe	vinyl	question	pain	paid	behind	reading	jr	margin	middle	same	totally
Tremagazine	0	0	3	0	0	0	1	0	3	5	3	0	3	0	0	0	0	0	0	6	1	0	0	0	1	0	5	5	0	1	2	0	0	1	0	0	1	0	2	3	0	2	0	1	2	2	0	0	4	1	1	0	2	0	1	2	0	10	1	1	1	5	0	1	2	1	0	1	1	13	0	3	0	0	2	2	1	1	0	7	0	0	0	0	0	0	7	0	0	3	1	0	0	0	1	0	3	0	4	4	0	0	1	1	3	0	0	3	0	4	1	5	2	1	2	5	0	5	1	4	1	1	0	1	3	1	0	5	0	0	0	0	0	0	0	7	1	2	1	0	0	0	9	0	0	2	1	0	11	11	2	5	0	0	7	0	1	2	0	2	0	0	0	2	1	5	5	5	0	2	2	1	1	2	2	1	1	1	0	0	0	0	5	0	0	0	0	0	0	2	1	2	9	13	0	0	6	2	1	13	0	0	0	3	6	0	2	0	3	0	0	2	6	1	0	4	1	0	0	0	0	3	0	1	2	0	9	0	0	0	1	0	0	0	2	0	2	1	0	0	1	0	0	2	5	0	0	0	3	2	2	8	0	3	2	31	4	7	0	0	0	0	1	4	0	0	0	0	1	1	1	1	0	3	0	1	2	0	9	1	0	0	0	4	2	2	0	0	1	1	1	0	4	3	1	1	2	16	1	6	0	0	0	0	0	0	3	1	4	1	0	1	0	0	0	3	1	0	0	1	0	5	0	1	0	3	3	0	1	0	0	0	10	2	0	0	2	3	1	17	0	2	0	2	19	1	0	3	4	0	0	6	0	3	0	2	1	0	3	0	1	2	1	6	0	0	0	0	1	9	0	1	5	0	2	0	1	4	0	0	6	2	4	0	0	3	0	9	2	2	8	0	0	1	1	1	2	10	0	2	0	0	1	3	9	1	0	0	1	4	0	2	1	2	5	0	4	0	0	2	0	0	5	1	3	0	0	4	6	0	2	6	4	5	3	0	2	6	1	0	0	10	6	1	2	0	0	2	5	1	0	7	4	0	0	0	0	4	1	4	2	0	0	3	1	2	0	0	0	0	6	1	2	0	0	0	3	0	1	3	0	0	0	0	2	6	12	0	1	1	0	1	0	1	1	2	0	2	1	0
Our Podcast Could Be Your Life	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1
symmetry/symmetry	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	1	3	0	1	0	0	3	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	6	0	0	0	0	2	0	5	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	7	0	3	1	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
Kid F	1	0	0	2	0	0	0	2	0	1	2	0	0	3	0	0	0	6	0	0	1	0	0	2	3	2	2	12	0	1	4	1	1	0	0	1	0	0	1	1	0	2	0	4	0	4	1	2	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	3	0	2	0	2	0	0	2	0	1	0	1	0	0	6	1	0	0	1	0	0	1	0	1	0	6	1	1	0	3	0	1	0	1	0	1	2	0	3	1	0	0	0	1	3	4	0	1	5	0	0	1	2	0	0	2	1	2	0	1	13	1	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	5	0	2	0	1	0	1	3	4	2	0	4	0	1	1	2	0	3	2	1	0	0	0	3	1	0	0	0	1	0	8	2	0	0	0	0	0	2	1	0	1	0	2	5	0	0	1	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	2	0	7	0	1	0	1	4	1	1	5	0	0	2	2	1	1	0	0	0	0	0	1	0	2	0	0	1	0	4	1	0	0	0	0	0	2	0	0	0	5	2	0	1	1	3	1	2	0	1	0	0	0	3	1	6	1	1	3	0	2	2	2	0	0	0	2	6	1	1	0	0	2	1	0	3	0	4	8	0	1	1	4	0	2	5	0	4	1	1	0	1	1	2	0	1	0	4	1	0	0	1	1	2	0	7	1	2	2	0	1	0	1	2	0	1	0	0	0	0	0	0	0	1	1	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	1	0	2	0	0	4	4	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	1	4	2	2	0	1	7	0	3	0	0	0	0	1	0	0	3	0	1	1	5	7	1	0	0	2	1	3	1	3	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	2	0	3	1	1	0	0	1	1	0	3	7	0	2	1	1	0	0	1	0	3	4	1	0	0	1	1	0	0	2	0	5	0	0	0	0	2	2	0	0	0	2	0
bittersweet	1	0	0	0	2	1	0	1	4	5	12	2	0	3	2	0	0	0	0	0	0	1	1	0	4	0	0	6	0	1	3	4	0	0	0	1	1	0	2	4	1	1	0	1	0	3	3	0	1	2	0	0	2	0	21	0	1	2	0	0	9	3	1	0	3	0	1	0	0	0	1	1	0	0	4	7	1	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	2	0	0	0	5	1	0	0	0	0	1	2	0	3	3	0	0	0	2	8	2	2	2	1	0	6	0	4	6	1	0	1	3	0	0	6	1	1	2	0	2	0	0	0	8	0	5	0	8	19	0	0	2	0	2	1	0	2	0	1	9	1	27	1	0	0	6	3	1	0	0	3	0	21	10	6	3	2	2	0	7	1	0	0	0	3	0	2	0	1	5	1	0	3	26	0	11	2	1	0	1	2	0	5	1	0	4	4	2	3	1	1	1	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	3	0	1	0	3	1	0	4	0	0	5	0	3	4	10	1	1	0	1	1	0	0	0	7	0	1	1	1	2	4	3	8	0	0	1	3	0	0	0	0	3	6	0	0	0	8	1	0	0	3	0	1	0	16	0	1	4	3	2	5	4	0	1	2	0	0	5	3	1	0	0	2	0	3	1	1	0	1	0	11	0	1	2	0	1	5	0	0	0	3	1	12	0	0	1	1	0	0	3	0	2	0	15	4	0	0	3	2	4	0	2	2	12	0	3	2	0	3	0	15	2	0	0	2	4	1	11	0	1	1	0	0	0	0	4	0	1	0	2	25	0	0	0	0	2	2	0	0	5	0	0	0	0	1	0	0	0	3	3	1	5	0	8	0	13	1	3	0	0	0	0	0	0	2	0	0	5	0	0	1	0	1	4	7	5	5	0	4	3	4	1	0	0	2	0	4	0	0	7	0	2	11	13	5	8	0	2	4	8	6	1	2	5	0	8	0	0	0	1	4	13	0	0	0	2	0	2	0	2	7	16	2	1	0	4	0	0	0	5	0	7	2	1	0	1	1	0	4	12	2	2	0	1	5	0	2	2	0	38	0	0	2	1	1	4	0	0	2	4	1
künstler treu	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	3	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	4	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	4	1	0	5	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	31	0	1	0	0	2	0	0	0	0	2	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	12	4	0	0	0	0	1	0	0	0	1	1	0	0	0	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Rants from the Pants	2	1	0	2	0	0	0	0	0	5	4	1	0	2	0	0	0	0	0	0	0	0	0	1	3	0	2	5	0	4	0	2	0	0	0	1	0	3	0	3	0	3	0	2	2	0	1	0	2	3	0	0	1	0	1	0	3	1	0	0	4	0	1	0	3	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	4	2	0	0	0	1	0	5	2	0	0	2	1	0	4	2	1	1	0	0	0	1	2	0	2	1	0	2	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1	1	4	0	2	0	0	0	0	0	0	0	0	2	0	0	2	2	6	1	1	2	1	1	1	0	0	2	3	6	1	3	2	0	3	1	0	0	0	0	1	0	3	2	1	1	1	0	0	1	1	3	0	2	0	1	0	0	1	1	0	0	2	2	0	4	1	0	0	0	0	0	0	2	2	3	1	1	2	0	1	0	0	0	3	0	0	1	0	1	1	5	1	0	0	1	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	1	5	1	0	0	1	0	0	0	1	5	0	5	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	1	0	6	2	0	1	1	3	0	1	1	0	3	1	1	1	0	6	0	0	1	4	2	0	2	0	0	0	6	1	2	1	0	0	0	0	1	0	0	0	1	1	1	0	1	2	0	0	1	0	1	4	1	0	1	1	0	1	0	0	0	0	0	4	2	0	0	0	1	0	1	0	0	8	1	7	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	0	1	1	0	1	0	0	3	0	1	0	0	0	0	2	0	1	0	0	0	1	2	2	1	3	0	1	3	3	0	1	3	1	1	0	1	0	0	6	0	0	7	0	0	10	6	3	7	0	0	0	4	2	0	6	0	1	12	0	0	0	0	1	1	1	0	1	2	0	0	1	1	1	2	1	0	0	4	1	1	0	0	2	1	1	0	3	0	0	0	4	1	0	0	0	1	2	1	0	0	0	7	0	2	0	0	2	6	0	0	1	1	2
sweeping the kitchen	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
One Stunning Single Egg	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Room 19's Blog 2016	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Time Is Poetry	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	3	0	2	0	1	1	11	0	0	0	0	0	3	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	2	0	0	0	0	1	1	4	0	2	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	2	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	4	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0
this time tomorrow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
